lat,long,sample_name,TOAGE,FROMAGE,OnlyCooling,TempDiff,Region,Sub-Region,,,,,
42.227,63.889,UZ-19,300,300.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,299,299.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,298,298.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,297,297.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,296,296.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,295,295.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,294,294.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,293,293.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,292,292.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,291,291.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,290,290.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,289,289.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,288,288.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,287,287.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,286,286.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,285,285.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,284,284.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,283,283.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,282,282.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,281,281.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,280,280.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,279,279.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,278,278.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,277,277.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,276,276.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,275,275.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,274,274.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,273,273.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,272,272.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,271,271.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,270,270.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,269,269.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,268,268.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,267,267.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,266,266.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,265,265.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,264,264.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,263,263.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,262,262.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,261,261.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,260,260.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,259,259.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,258,258.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,257,257.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,256,256.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,255,255.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,254,254.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,253,253.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,252,252.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,251,251.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,250,250.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,249,249.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,248,248.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,247,247.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,246,246.999,#N/A,#N/A,3,11,,,,,
42.227,63.889,UZ-19,245,245.999,130.4928541,0.568843111,3,11,,,,,
42.227,63.889,UZ-19,244,244.999,129.924011,0.926200356,3,11,,,,,
42.227,63.889,UZ-19,243,243.999,128.9978106,0.926200356,3,11,,,,,
42.227,63.889,UZ-19,242,242.999,128.0716103,0.926200356,3,11,,,,,
42.227,63.889,UZ-19,241,241.999,127.1454099,1.090570499,3,11,,,,,
42.227,63.889,UZ-19,240,240.999,126.0548394,1.733491636,3,11,,,,,
42.227,63.889,UZ-19,239,239.999,124.3213478,2.053747764,3,11,,,,,
42.227,63.889,UZ-19,238,238.999,122.2676,2.216487455,3,11,,,,,
42.227,63.889,UZ-19,237,237.999,120.0511125,2.478627042,3,11,,,,,
42.227,63.889,UZ-19,236,236.999,117.5724855,2.833436151,3,11,,,,,
42.227,63.889,UZ-19,235,235.999,114.7390494,3.107149565,3,11,,,,,
42.227,63.889,UZ-19,234,234.999,111.6318998,3.359808102,3,11,,,,,
42.227,63.889,UZ-19,233,233.999,108.2720917,3.544844306,3,11,,,,,
42.227,63.889,UZ-19,232,232.999,104.7272474,3.645933329,3,11,,,,,
42.227,63.889,UZ-19,231,231.999,101.081314,3.685950413,3,11,,,,,
42.227,63.889,UZ-19,230,230.999,97.39536364,3.649058383,3,11,,,,,
42.227,63.889,UZ-19,229,229.999,93.74630525,3.630887681,3,11,,,,,
42.227,63.889,UZ-19,228,228.999,90.11541757,3.677032957,3,11,,,,,
42.227,63.889,UZ-19,227,227.999,86.43838462,3.87370648,3,11,,,,,
42.227,63.889,UZ-19,226,226.999,82.56467813,3.89859665,3,11,,,,,
42.227,63.889,UZ-19,225,225.999,78.66608148,3.761133004,3,11,,,,,
42.227,63.889,UZ-19,224,224.999,74.90494848,3.410658241,3,11,,,,,
42.227,63.889,UZ-19,223,223.999,71.49429024,3.170054179,3,11,,,,,
42.227,63.889,UZ-19,222,222.999,68.32423606,3.042209484,3,11,,,,,
42.227,63.889,UZ-19,221,221.999,65.28202658,2.793335121,3,11,,,,,
42.227,63.889,UZ-19,220,220.999,62.48869146,2.334651899,3,11,,,,,
42.227,63.889,UZ-19,219,219.999,60.15403956,2.334651899,3,11,,,,,
42.227,63.889,UZ-19,218,218.999,57.81938766,2.033133741,3,11,,,,,
42.227,63.889,UZ-19,217,217.999,55.78625392,1.895299677,3,11,,,,,
42.227,63.889,UZ-19,216,216.999,53.89095424,1.895299677,3,11,,,,,
42.227,63.889,UZ-19,215,215.999,51.99565456,1.895299677,3,11,,,,,
42.227,63.889,UZ-19,214,214.999,50.10035489,1.624315557,3,11,,,,,
42.227,63.889,UZ-19,213,213.999,48.47603933,1.447573732,3,11,,,,,
42.227,63.889,UZ-19,212,212.999,47.0284656,1.157982632,3,11,,,,,
42.227,63.889,UZ-19,211,211.999,45.87048297,1.157982632,3,11,,,,,
42.227,63.889,UZ-19,210,210.999,44.71250033,1.118060275,3,11,,,,,
42.227,63.889,UZ-19,209,209.999,43.59444006,0.750611646,3,11,,,,,
42.227,63.889,UZ-19,208,208.999,42.84382841,0.750611646,3,11,,,,,
42.227,63.889,UZ-19,207,207.999,42.09321677,0.750611646,3,11,,,,,
42.227,63.889,UZ-19,206,206.999,41.34260512,0.750611646,3,11,,,,,
42.227,63.889,UZ-19,205,205.999,40.59199348,0.750611646,3,11,,,,,
42.227,63.889,UZ-19,204,204.999,39.84138183,0.750611646,3,11,,,,,
42.227,63.889,UZ-19,203,203.999,39.09077018,0.514152605,3,11,,,,,
42.227,63.889,UZ-19,202,202.999,38.57661758,0.496088357,3,11,,,,,
42.227,63.889,UZ-19,201,201.999,38.08052922,0.407290243,3,11,,,,,
42.227,63.889,UZ-19,200,200.999,37.67323898,0.306339161,3,11,,,,,
42.227,63.889,UZ-19,199,199.999,37.36689982,0.306339161,3,11,,,,,
42.227,63.889,UZ-19,198,198.999,37.06056066,0.306339161,3,11,,,,,
42.227,63.889,UZ-19,197,197.999,36.7542215,0.306339161,3,11,,,,,
42.227,63.889,UZ-19,196,196.999,36.44788233,0.306339161,3,11,,,,,
42.227,63.889,UZ-19,195,195.999,36.14154317,0.306339161,3,11,,,,,
42.227,63.889,UZ-19,194,194.999,35.83520401,0.306339161,3,11,,,,,
42.227,63.889,UZ-19,193,193.999,35.52886485,0.306339161,3,11,,,,,
42.227,63.889,UZ-19,192,192.999,35.22252569,0.298087027,3,11,,,,,
42.227,63.889,UZ-19,191,191.999,34.92443866,0.189073129,3,11,,,,,
42.227,63.889,UZ-19,190,190.999,34.73536553,0.185510428,3,11,,,,,
42.227,63.889,UZ-19,189,189.999,34.5498551,0.18150442,3,11,,,,,
42.227,63.889,UZ-19,188,188.999,34.36835068,0.134801468,3,11,,,,,
42.227,63.889,UZ-19,187,187.999,34.23354922,0.134801468,3,11,,,,,
42.227,63.889,UZ-19,186,186.999,34.09874775,0.134801468,3,11,,,,,
42.227,63.889,UZ-19,185,185.999,33.96394628,0.134801468,3,11,,,,,
42.227,63.889,UZ-19,184,184.999,33.82914481,0.134801468,3,11,,,,,
42.227,63.889,UZ-19,183,183.999,33.69434334,0.134801468,3,11,,,,,
42.227,63.889,UZ-19,182,182.999,33.55954188,0.134801468,3,11,,,,,
42.227,63.889,UZ-19,181,181.999,33.42474041,0.134801468,3,11,,,,,
42.227,63.889,UZ-19,180,180.999,33.28993894,0.133336016,3,11,,,,,
42.227,63.889,UZ-19,179,179.999,33.15660292,0.118642923,3,11,,,,,
42.227,63.889,UZ-19,178,178.999,33.03796,0.12,3,11,,,,,
42.227,63.889,UZ-19,177,177.999,32.91796,0.12,3,11,,,,,
42.227,63.889,UZ-19,176,176.999,32.79796,0.11491968,3,11,,,,,
42.227,63.889,UZ-19,175,175.999,32.68304032,0.109674147,3,11,,,,,
42.227,63.889,UZ-19,174,174.999,32.57336617,0.109674147,3,11,,,,,
42.227,63.889,UZ-19,173,173.999,32.46369202,0.109674147,3,11,,,,,
42.227,63.889,UZ-19,172,172.999,32.35401788,0.109674147,3,11,,,,,
42.227,63.889,UZ-19,171,171.999,32.24434373,0.109674147,3,11,,,,,
42.227,63.889,UZ-19,170,170.999,32.13466958,0.109674147,3,11,,,,,
42.227,63.889,UZ-19,169,169.999,32.02499544,0.109674147,3,11,,,,,
42.227,63.889,UZ-19,168,168.999,31.91532129,0.096138749,3,11,,,,,
42.227,63.889,UZ-19,167,167.999,31.81918254,0.087301587,3,11,,,,,
42.227,63.889,UZ-19,166,166.999,31.73188095,0.077867003,3,11,,,,,
42.227,63.889,UZ-19,165,165.999,31.65401395,0.074106364,3,11,,,,,
42.227,63.889,UZ-19,164,164.999,31.57990759,0.070124154,3,11,,,,,
42.227,63.889,UZ-19,163,163.999,31.50978343,0.064647432,3,11,,,,,
42.227,63.889,UZ-19,162,162.999,31.445136,0.064647432,3,11,,,,,
42.227,63.889,UZ-19,161,161.999,31.38048857,0.064647432,3,11,,,,,
42.227,63.889,UZ-19,160,160.999,31.31584113,0.064647432,3,11,,,,,
42.227,63.889,UZ-19,159,159.999,31.2511937,0.064647432,3,11,,,,,
42.227,63.889,UZ-19,158,158.999,31.18654627,0.064647432,3,11,,,,,
42.227,63.889,UZ-19,157,157.999,31.12189884,0.064647432,3,11,,,,,
42.227,63.889,UZ-19,156,156.999,31.05725141,0.0657785,3,11,,,,,
42.227,63.889,UZ-19,155,155.999,30.99147291,0.081280788,3,11,,,,,
42.227,63.889,UZ-19,154,154.999,30.91019212,0.081280788,3,11,,,,,
42.227,63.889,UZ-19,153,153.999,30.82891133,0.092240357,3,11,,,,,
42.227,63.889,UZ-19,152,152.999,30.73667097,0.098621878,3,11,,,,,
42.227,63.889,UZ-19,151,151.999,30.6380491,0.103603274,3,11,,,,,
42.227,63.889,UZ-19,150,150.999,30.53444582,0.114690899,3,11,,,,,
42.227,63.889,UZ-19,149,149.999,30.41975492,0.114690899,3,11,,,,,
42.227,63.889,UZ-19,148,148.999,30.30506402,0.114690899,3,11,,,,,
42.227,63.889,UZ-19,147,147.999,30.19037312,0.114690899,3,11,,,,,
42.227,63.889,UZ-19,146,146.999,30.07568222,0.114690899,3,11,,,,,
42.227,63.889,UZ-19,145,145.999,29.96099133,0.114690899,3,11,,,,,
42.227,63.889,UZ-19,144,144.999,29.84630043,0.114054304,3,11,,,,,
42.227,63.889,UZ-19,143,143.999,29.73224612,0.101146325,3,11,,,,,
42.227,63.889,UZ-19,142,142.999,29.6310998,0.101146325,3,11,,,,,
42.227,63.889,UZ-19,141,141.999,29.52995347,0.099548893,3,11,,,,,
42.227,63.889,UZ-19,140,140.999,29.43040458,0.081424936,3,11,,,,,
42.227,63.889,UZ-19,139,139.999,29.34897964,0.081424936,3,11,,,,,
42.227,63.889,UZ-19,138,138.999,29.26755471,0.069398789,3,11,,,,,
42.227,63.889,UZ-19,137,137.999,29.19815592,0.064791261,3,11,,,,,
42.227,63.889,UZ-19,136,136.999,29.13336466,0.064791261,3,11,,,,,
42.227,63.889,UZ-19,135,135.999,29.0685734,0.064791261,3,11,,,,,
42.227,63.889,UZ-19,134,134.999,29.00378213,0.064791261,3,11,,,,,
42.227,63.889,UZ-19,133,133.999,28.93899087,0.064791261,3,11,,,,,
42.227,63.889,UZ-19,132,132.999,28.87419961,0.065000205,3,11,,,,,
42.227,63.889,UZ-19,131,131.999,28.80919941,0.070014844,3,11,,,,,
42.227,63.889,UZ-19,130,130.999,28.73918456,0.070014844,3,11,,,,,
42.227,63.889,UZ-19,129,129.999,28.66916972,0.070014844,3,11,,,,,
42.227,63.889,UZ-19,128,128.999,28.59915487,0.070014844,3,11,,,,,
42.227,63.889,UZ-19,127,127.999,28.52914003,0.085361297,3,11,,,,,
42.227,63.889,UZ-19,126,126.999,28.44377873,0.088320901,3,11,,,,,
42.227,63.889,UZ-19,125,125.999,28.35545783,0.106927711,3,11,,,,,
42.227,63.889,UZ-19,124,124.999,28.24853012,0.106927711,3,11,,,,,
42.227,63.889,UZ-19,123,123.999,28.14160241,0.106927711,3,11,,,,,
42.227,63.889,UZ-19,122,122.999,28.0346747,0.106927711,3,11,,,,,
42.227,63.889,UZ-19,121,121.999,27.92774699,0.106927711,3,11,,,,,
42.227,63.889,UZ-19,120,120.999,27.82081928,0.106927711,3,11,,,,,
42.227,63.889,UZ-19,119,119.999,27.71389157,0.11426885,3,11,,,,,
42.227,63.889,UZ-19,118,118.999,27.59962272,0.121728395,3,11,,,,,
42.227,63.889,UZ-19,117,117.999,27.47789432,0.121728395,3,11,,,,,
42.227,63.889,UZ-19,116,116.999,27.35616593,0.121728395,3,11,,,,,
42.227,63.889,UZ-19,115,115.999,27.23443753,0.121913642,3,11,,,,,
42.227,63.889,UZ-19,114,114.999,27.11252389,0.122143747,3,11,,,,,
42.227,63.889,UZ-19,113,113.999,26.99038014,0.121845095,3,11,,,,,
42.227,63.889,UZ-19,112,112.999,26.86853505,0.114485981,3,11,,,,,
42.227,63.889,UZ-19,111,111.999,26.75404907,0.114485981,3,11,,,,,
42.227,63.889,UZ-19,110,110.999,26.63956308,0.114485981,3,11,,,,,
42.227,63.889,UZ-19,109,109.999,26.5250771,0.114485981,3,11,,,,,
42.227,63.889,UZ-19,108,108.999,26.41059112,0.114485981,3,11,,,,,
42.227,63.889,UZ-19,107,107.999,26.29610514,0.104795164,3,11,,,,,
42.227,63.889,UZ-19,106,106.999,26.19130998,0.094084261,3,11,,,,,
42.227,63.889,UZ-19,105,105.999,26.09722571,0.094084261,3,11,,,,,
42.227,63.889,UZ-19,104,104.999,26.00314145,0.094084261,3,11,,,,,
42.227,63.889,UZ-19,103,103.999,25.90905719,0.094084261,3,11,,,,,
42.227,63.889,UZ-19,102,102.999,25.81497293,0.075983046,3,11,,,,,
42.227,63.889,UZ-19,101,101.999,25.73898989,0.073836817,3,11,,,,,
42.227,63.889,UZ-19,100,100.999,25.66515307,0.073836817,3,11,,,,,
42.227,63.889,UZ-19,99,99.999,25.59131625,0.064917691,3,11,,,,,
42.227,63.889,UZ-19,98,98.999,25.52639856,0.06422569,3,11,,,,,
42.227,63.889,UZ-19,97,97.999,25.46217287,0.06422569,3,11,,,,,
42.227,63.889,UZ-19,96,96.999,25.39794718,0.06422569,3,11,,,,,
42.227,63.889,UZ-19,95,95.999,25.33372149,0.06422569,3,11,,,,,
42.227,63.889,UZ-19,94,94.999,25.2694958,0.071365669,3,11,,,,,
42.227,63.889,UZ-19,93,93.999,25.19813013,0.071903087,3,11,,,,,
42.227,63.889,UZ-19,92,92.999,25.12622704,0.071903087,3,11,,,,,
42.227,63.889,UZ-19,91,91.999,25.05432395,0.071903087,3,11,,,,,
42.227,63.889,UZ-19,90,90.999,24.98242087,0.071903087,3,11,,,,,
42.227,63.889,UZ-19,89,89.999,24.91051778,0.088697921,3,11,,,,,
42.227,63.889,UZ-19,88,88.999,24.82181986,0.09258638,3,11,,,,,
42.227,63.889,UZ-19,87,87.999,24.72923348,0.09258638,3,11,,,,,
42.227,63.889,UZ-19,86,86.999,24.6366471,0.106386336,3,11,,,,,
